path,key,type,value,depth
sections[2].subsections[0].components[1].components[0].components[1].type,type,string,distributionTable,11
sections[2].subsections[0].components[1].components[0].components[1].index,index,number,1,11
sections[2].subsections[0].components[1].components[0].components[1].dataPath,dataPath,string,sectionData.department.distributionTable,11
sections[2].subsections[0].components[1].components[1],components[1],object,,8
sections[2].subsections[0].components[1].components[1].type,type,string,card,9
sections[2].subsections[0].components[1].components[1].index,index,number,1,9
sections[2].subsections[0].components[1].components[1].title,title,string,Análise de sentimento,9
sections[2].subsections[0].components[1].components[1].cardStyleVariant,cardStyleVariant,string,flex-column,9
sections[2].subsections[0].components[1].components[1].cardContentVariant,cardContentVariant,string,with-charts,9
sections[2].subsections[0].components[1].components[1].components,components,array,,9
sections[2].subsections[0].components[1].components[1].components[0],components[0],object,,10
sections[2].subsections[0].components[1].components[1].components[0].type,type,string,sentimentStackedChart,11
sections[2].subsections[0].components[1].components[1].components[0].index,index,number,0,11
sections[2].subsections[0].components[1].components[1].components[0].dataPath,dataPath,string,sectionData.department.sentimentChart,11
sections[2].subsections[0].components[1].components[1].components[0].config,config,object,,11
sections[2].subsections[0].components[1].components[1].components[0].config.yAxisDataKey,yAxisDataKey,string,segment,12
sections[2].subsections[0].components[1].components[1].components[1],components[1],object,,10
sections[2].subsections[0].components[1].components[1].components[1].type,type,string,sentimentTable,11
sections[2].subsections[0].components[1].components[1].components[1].index,index,number,1,11
sections[2].subsections[0].components[1].components[1].components[1].dataPath,dataPath,string,sectionData.department.sentimentTable,11
sections[2].subsections[0].components[2],components[2],object,,6
sections[2].subsections[0].components[2].type,type,string,card,7
sections[2].subsections[0].components[2].index,index,number,2,7
sections[2].subsections[0].components[2].title,title,string,Qual é a probabilidade de você recomendar nossa empresa como um ótimo lugar para trabalhar?,7
sections[2].subsections[0].components[2].cardStyleVariant,cardStyleVariant,string,default,7
sections[2].subsections[0].components[2].cardContentVariant,cardContentVariant,string,with-tables,7
sections[2].subsections[0].components[2].components,components,array,,7
sections[2].subsections[0].components[2].components[0],components[0],object,,8
sections[2].subsections[0].components[2].components[0].type,type,string,card,9
sections[2].subsections[0].components[2].components[0].index,index,number,0,9
sections[2].subsections[0].components[2].components[0].title,title,string,Sumário,9
sections[2].subsections[0].components[2].components[0].text,text,string,"Os escores NPS variam significativamente entre departamentos.
Engenharia e Marketing lideram com NPS positivo (42 e 38), indicando alta satisfação e lealdade.
Vendas e Operações apresentam NPS negativo (-15 e -22), sinalizando necessidade urgente de intervenção.
RH e Outros departamentos apresentam NPS moderadamente positivo, indicando satisfação adequada.",9
sections[2].subsections[0].components[2].components[0].cardStyleVariant,cardStyleVariant,string,flat,9
sections[2].subsections[0].components[2].components[0].titleStyleVariant,titleStyleVariant,string,h3-style,9
sections[2].subsections[0].components[2].components[1],components[1],object,,8
sections[2].subsections[0].components[2].components[1].type,type,string,container,9
sections[2].subsections[0].components[2].components[1].index,index,number,1,9
sections[2].subsections[0].components[2].components[1].components,components,array,,9
sections[2].subsections[0].components[2].components[1].components[0],components[0],object,,10
sections[2].subsections[0].components[2].components[1].components[0].type,type,string,h3,11
sections[2].subsections[0].components[2].components[1].components[0].index,index,number,0,11
sections[2].subsections[0].components[2].components[1].components[0].text,text,string,Respostas,11
sections[2].subsections[0].components[2].components[1].components[1],components[1],object,,10
sections[2].subsections[0].components[2].components[1].components[1].type,type,string,container,11
sections[2].subsections[0].components[2].components[1].components[1].index,index,number,1,11
sections[2].subsections[0].components[2].components[1].components[1].components,components,array,,11
sections[2].subsections[0].components[2].components[1].components[1].components[0],components[0],object,,12
sections[2].subsections[0].components[2].components[1].components[1].components[0].type,type,string,container,13
sections[2].subsections[0].components[2].components[1].components[1].components[0].index,index,number,0,13
sections[2].subsections[0].components[2].components[1].components[1].components[0].components,components,array,,13
sections[2].subsections[0].components[2].components[1].components[1].components[0].components[0],components[0],object,,14
sections[2].subsections[0].components[2].components[1].components[1].components[0].components[0].type,type,string,h4,15
sections[2].subsections[0].components[2].components[1].components[1].components[0].components[0].index,index,number,0,15
sections[2].subsections[0].components[2].components[1].components[1].components[0].components[0].text,text,string,"Promotores, Neutros, Detratores",15
sections[2].subsections[0].components[2].components[1].components[1].components[0].components[1],components[1],object,,14
sections[2].subsections[0].components[2].components[1].components[1].components[0].components[1].type,type,string,npsDistributionTable,15
sections[2].subsections[0].components[2].components[1].components[1].components[0].components[1].index,index,number,1,15
sections[2].subsections[0].components[2].components[1].components[1].components[0].components[1].dataPath,dataPath,string,sectionData.department.npsDistributionTable,15
sections[2].subsections[0].components[2].components[1].components[1].components[0].components[1].categoryName,categoryName,string,Por Departamento,15
sections[2].subsections[0].components[2].components[1].components[1].components[1],components[1],object,,12
sections[2].subsections[0].components[2].components[1].components[1].components[1].type,type,string,container,13
sections[2].subsections[0].components[2].components[1].components[1].components[1].index,index,number,1,13
sections[2].subsections[0].components[2].components[1].components[1].components[1].components,components,array,,13
sections[2].subsections[0].components[2].components[1].components[1].components[1].components[0],components[0],object,,14
sections[2].subsections[0].components[2].components[1].components[1].components[1].components[0].type,type,string,h4,15
sections[2].subsections[0].components[2].components[1].components[1].components[1].components[0].index,index,number,0,15
sections[2].subsections[0].components[2].components[1].components[1].components[1].components[0].text,text,string,NPS,15
sections[2].subsections[0].components[2].components[1].components[1].components[1].components[1],components[1],object,,14
sections[2].subsections[0].components[2].components[1].components[1].components[1].components[1].type,type,string,npsTable,15
sections[2].subsections[0].components[2].components[1].components[1].components[1].components[1].index,index,number,1,15
sections[2].subsections[0].components[2].components[1].components[1].components[1].components[1].dataPath,dataPath,string,sectionData.department.npsTable,15
sections[2].subsections[0].components[2].components[1].components[1].components[1].components[1].categoryName,categoryName,string,Por Departamento,15
sections[2].subsections[0].components[2].components[2],components[2],object,,8
sections[2].subsections[0].components[2].components[2].type,type,string,card,9
sections[2].subsections[0].components[2].components[2].index,index,number,3,9
sections[2].subsections[0].components[2].components[2].title,title,string,Quais são os principais fatores que impactam sua satisfação no trabalho?,9
sections[2].subsections[0].components[2].components[2].cardStyleVariant,cardStyleVariant,string,default,9
sections[2].subsections[0].components[2].components[2].cardContentVariant,cardContentVariant,string,with-tables,9
sections[2].subsections[0].components[2].components[2].components,components,array,,9
sections[2].subsections[0].components[2].components[2].components[0],components[0],object,,10
sections[2].subsections[0].components[2].components[2].components[0].type,type,string,container,11
sections[2].subsections[0].components[2].components[2].components[0].index,index,number,0,11
sections[2].subsections[0].components[2].components[2].components[0].components,components,array,,11
sections[2].subsections[0].components[2].components[2].components[0].components[0],components[0],object,,12
sections[2].subsections[0].components[2].components[2].components[0].components[0].type,type,string,h3,13
sections[2].subsections[0].components[2].components[2].components[0].components[0].index,index,number,0,13
sections[2].subsections[0].components[2].components[2].components[0].components[0].text,text,string,Sumário,13
sections[2].subsections[0].components[2].components[2].components[0].components[1],components[1],object,,12
sections[2].subsections[0].components[2].components[2].components[0].components[1].type,type,string,container,13
sections[2].subsections[0].components[2].components[2].components[0].components[1].index,index,number,1,13
sections[2].subsections[0].components[2].components[2].components[0].components[1].text,text,string,"Engenharia e Marketing valorizam principalmente trabalho em equipe, desenvolvimento profissional e flexibilidade.
Vendas e Operações expressam maior insatisfação com carga de trabalho, processos burocráticos e comunicação interna.
RH demonstra satisfação equilibrada, com preocupações moderadas sobre processos.",13
sections[2].subsections[0].components[2].components[2].components[1],components[1],object,,10
sections[2].subsections[0].components[2].components[2].components[1].type,type,string,container,11
sections[2].subsections[0].components[2].components[2].components[1].index,index,number,1,11
sections[2].subsections[0].components[2].components[2].components[1].components,components,array,,11
sections[2].subsections[0].components[2].components[2].components[1].components[0],components[0],object,,12
sections[2].subsections[0].components[2].components[2].components[1].components[0].type,type,string,h3,13
sections[2].subsections[0].components[2].components[2].components[1].components[0].index,index,number,0,13
sections[2].subsections[0].components[2].components[2].components[1].components[0].text,text,string,Análise de sentimento,13
sections[2].subsections[0].components[2].components[2].components[1].components[1],components[1],object,,12
sections[2].subsections[0].components[2].components[2].components[1].components[1].type,type,string,sentimentThreeColorChart,13
sections[2].subsections[0].components[2].components[2].components[1].components[1].index,index,number,1,13
sections[2].subsections[0].components[2].components[2].components[1].components[1].dataPath,dataPath,string,sectionData.department.satisfactionImpactSentimentChart,13
sections[2].subsections[0].components[2].components[2].components[1].components[1].config,config,object,,13
sections[2].subsections[0].components[2].components[2].components[1].components[2],components[2],object,,12
sections[2].subsections[0].components[2].components[2].components[1].components[2].type,type,string,sentimentImpactTable,13
sections[2].subsections[0].components[2].components[2].components[1].components[2].index,index,number,2,13
sections[2].subsections[0].components[2].components[2].components[1].components[2].dataPath,dataPath,string,sectionData.department.satisfactionImpactSentimentTable,13
sections[2].subsections[0].components[2].components[2].components[2],components[2],object,,10
sections[2].subsections[0].components[2].components[2].components[2].type,type,string,container,11
sections[2].subsections[0].components[2].components[2].components[2].index,index,number,2,11
sections[2].subsections[0].components[2].components[2].components[2].components,components,array,,11
sections[2].subsections[0].components[2].components[2].components[2].components[0],components[0],object,,12
sections[2].subsections[0].components[2].components[2].components[2].components[0].type,type,string,h3,13
sections[2].subsections[0].components[2].components[2].components[2].components[0].index,index,number,0,13
sections[2].subsections[0].components[2].components[2].components[2].components[0].text,text,string,Categorias com sentimento positivo - Top 3,13
sections[2].subsections[0].components[2].components[2].components[2].components[1],components[1],object,,12
sections[2].subsections[0].components[2].components[2].components[2].components[1].type,type,string,positiveCategoriesTable,13
sections[2].subsections[0].components[2].components[2].components[2].components[1].index,index,number,1,13
sections[2].subsections[0].components[2].components[2].components[2].components[1].dataPath,dataPath,string,sectionData.department.positiveCategoriesTable,13
sections[2].subsections[0].components[2].components[2].components[3],components[3],object,,10
sections[2].subsections[0].components[2].components[2].components[3].type,type,string,container,11
sections[2].subsections[0].components[2].components[2].components[3].index,index,number,3,11
sections[2].subsections[0].components[2].components[2].components[3].components,components,array,,11
sections[2].subsections[0].components[2].components[2].components[3].components[0],components[0],object,,12
sections[2].subsections[0].components[2].components[2].components[3].components[0].type,type,string,h3,13
sections[2].subsections[0].components[2].components[2].components[3].components[0].index,index,number,0,13
sections[2].subsections[0].components[2].components[2].components[3].components[0].text,text,string,Categorias com sentimento negativo - Top 3,13
sections[2].subsections[0].components[2].components[2].components[3].components[1],components[1],object,,12
sections[2].subsections[0].components[2].components[2].components[3].components[1].type,type,string,negativeCategoriesTable,13
sections[2].subsections[0].components[2].components[2].components[3].components[1].index,index,number,1,13
sections[2].subsections[0].components[2].components[2].components[3].components[1].dataPath,dataPath,string,sectionData.department.negativeCategoriesTable,13
sections[2].subsections[0].data,data,object,,5
sections[2].subsections[0].data.distributionChart,distributionChart,array,,6
sections[2].subsections[0].data.distributionChart[0],distributionChart[0],object,,7
sections[2].subsections[0].data.distributionChart[0].segment,segment,string,Engenharia,8
sections[2].subsections[0].data.distributionChart[0].count,count,number,298,8
sections[2].subsections[0].data.distributionChart[0].percentage,percentage,number,35,8
sections[2].subsections[0].data.distributionChart[1],distributionChart[1],object,,7
sections[2].subsections[0].data.distributionChart[1].segment,segment,string,Vendas,8
sections[2].subsections[0].data.distributionChart[1].count,count,number,213,8
sections[2].subsections[0].data.distributionChart[1].percentage,percentage,number,25,8
sections[2].subsections[0].data.distributionChart[2],distributionChart[2],object,,7
sections[2].subsections[0].data.distributionChart[2].segment,segment,string,Marketing,8
sections[2].subsections[0].data.distributionChart[2].count,count,number,128,8
sections[2].subsections[0].data.distributionChart[2].percentage,percentage,number,15,8
sections[2].subsections[0].data.distributionChart[3],distributionChart[3],object,,7
sections[2].subsections[0].data.distributionChart[3].segment,segment,string,RH,8
sections[2].subsections[0].data.distributionChart[3].count,count,number,85,8
sections[2].subsections[0].data.distributionChart[3].percentage,percentage,number,10,8
sections[2].subsections[0].data.distributionChart[4],distributionChart[4],object,,7
sections[2].subsections[0].data.distributionChart[4].segment,segment,string,Operações,8
sections[2].subsections[0].data.distributionChart[4].count,count,number,85,8
sections[2].subsections[0].data.distributionChart[4].percentage,percentage,number,10,8
sections[2].subsections[0].data.distributionChart[5],distributionChart[5],object,,7
sections[2].subsections[0].data.distributionChart[5].segment,segment,string,Outros,8
sections[2].subsections[0].data.distributionChart[5].count,count,number,41,8
sections[2].subsections[0].data.distributionChart[5].percentage,percentage,number,5,8
sections[2].subsections[0].data.distributionTable,distributionTable,array,,6
sections[2].subsections[0].data.distributionTable[0],distributionTable[0],object,,7
sections[2].subsections[0].data.distributionTable[0].segment,segment,string,Engenharia,8
sections[2].subsections[0].data.distributionTable[0].count,count,number,298,8
sections[2].subsections[0].data.distributionTable[0].percentage,percentage,number,35,8
sections[2].subsections[0].data.distributionTable[1],distributionTable[1],object,,7
sections[2].subsections[0].data.distributionTable[1].segment,segment,string,Vendas,8
sections[2].subsections[0].data.distributionTable[1].count,count,number,213,8
sections[2].subsections[0].data.distributionTable[1].percentage,percentage,number,25,8
sections[2].subsections[0].data.distributionTable[2],distributionTable[2],object,,7
sections[2].subsections[0].data.distributionTable[2].segment,segment,string,Marketing,8
sections[2].subsections[0].data.distributionTable[2].count,count,number,128,8
sections[2].subsections[0].data.distributionTable[2].percentage,percentage,number,15,8
sections[2].subsections[0].data.distributionTable[3],distributionTable[3],object,,7
sections[2].subsections[0].data.distributionTable[3].segment,segment,string,RH,8
sections[2].subsections[0].data.distributionTable[3].count,count,number,85,8
sections[2].subsections[0].data.distributionTable[3].percentage,percentage,number,10,8
sections[2].subsections[0].data.distributionTable[4],distributionTable[4],object,,7
sections[2].subsections[0].data.distributionTable[4].segment,segment,string,Operações,8
sections[2].subsections[0].data.distributionTable[4].count,count,number,85,8
sections[2].subsections[0].data.distributionTable[4].percentage,percentage,number,10,8
sections[2].subsections[0].data.distributionTable[5],distributionTable[5],object,,7
sections[2].subsections[0].data.distributionTable[5].segment,segment,string,Outros,8
sections[2].subsections[0].data.distributionTable[5].count,count,number,41,8
sections[2].subsections[0].data.distributionTable[5].percentage,percentage,number,5,8
sections[2].subsections[0].data.sentimentChart,sentimentChart,array,,6
sections[2].subsections[0].data.sentimentChart[0],sentimentChart[0],object,,7
sections[2].subsections[0].data.sentimentChart[0].segment,segment,string,Engenharia,8
sections[2].subsections[0].data.sentimentChart[0].positive,positive,number,75.2,8
sections[2].subsections[0].data.sentimentChart[0].neutral,neutral,number,15.8,8
sections[2].subsections[0].data.sentimentChart[0].negative,negative,number,9,8
sections[2].subsections[0].data.sentimentChart[1],sentimentChart[1],object,,7
sections[2].subsections[0].data.sentimentChart[1].segment,segment,string,Marketing,8
sections[2].subsections[0].data.sentimentChart[1].positive,positive,number,72.5,8
sections[2].subsections[0].data.sentimentChart[1].neutral,neutral,number,18.5,8
sections[2].subsections[0].data.sentimentChart[1].negative,negative,number,9,8
sections[2].subsections[0].data.sentimentChart[2],sentimentChart[2],object,,7
sections[2].subsections[0].data.sentimentChart[2].segment,segment,string,RH,8
sections[2].subsections[0].data.sentimentChart[2].positive,positive,number,65,8
sections[2].subsections[0].data.sentimentChart[2].neutral,neutral,number,25,8
sections[2].subsections[0].data.sentimentChart[2].negative,negative,number,10,8
sections[2].subsections[0].data.sentimentChart[3],sentimentChart[3],object,,7
sections[2].subsections[0].data.sentimentChart[3].segment,segment,string,Vendas,8
sections[2].subsections[0].data.sentimentChart[3].positive,positive,number,45.5,8
sections[2].subsections[0].data.sentimentChart[3].neutral,neutral,number,30.5,8
sections[2].subsections[0].data.sentimentChart[3].negative,negative,number,24,8
sections[2].subsections[0].data.sentimentChart[4],sentimentChart[4],object,,7
sections[2].subsections[0].data.sentimentChart[4].segment,segment,string,Operações,8
sections[2].subsections[0].data.sentimentChart[4].positive,positive,number,38.2,8
sections[2].subsections[0].data.sentimentChart[4].neutral,neutral,number,32.8,8
sections[2].subsections[0].data.sentimentChart[4].negative,negative,number,29,8
sections[2].subsections[0].data.sentimentChart[5],sentimentChart[5],object,,7
sections[2].subsections[0].data.sentimentChart[5].segment,segment,string,Outros,8
sections[2].subsections[0].data.sentimentChart[5].positive,positive,number,60,8
sections[2].subsections[0].data.sentimentChart[5].neutral,neutral,number,25,8
sections[2].subsections[0].data.sentimentChart[5].negative,negative,number,15,8
sections[2].subsections[0].data.sentimentTable,sentimentTable,array,,6
sections[2].subsections[0].data.sentimentTable[0],sentimentTable[0],object,,7
sections[2].subsections[0].data.sentimentTable[0].segment,segment,string,Engenharia,8
sections[2].subsections[0].data.sentimentTable[0].positive,positive,number,75.2,8
sections[2].subsections[0].data.sentimentTable[0].neutral,neutral,number,15.8,8
sections[2].subsections[0].data.sentimentTable[0].negative,negative,number,9,8
sections[2].subsections[0].data.sentimentTable[1],sentimentTable[1],object,,7
sections[2].subsections[0].data.sentimentTable[1].segment,segment,string,Marketing,8
sections[2].subsections[0].data.sentimentTable[1].positive,positive,number,72.5,8
sections[2].subsections[0].data.sentimentTable[1].neutral,neutral,number,18.5,8
sections[2].subsections[0].data.sentimentTable[1].negative,negative,number,9,8
sections[2].subsections[0].data.sentimentTable[2],sentimentTable[2],object,,7
sections[2].subsections[0].data.sentimentTable[2].segment,segment,string,RH,8
sections[2].subsections[0].data.sentimentTable[2].positive,positive,number,65,8
sections[2].subsections[0].data.sentimentTable[2].neutral,neutral,number,25,8
sections[2].subsections[0].data.sentimentTable[2].negative,negative,number,10,8
sections[2].subsections[0].data.sentimentTable[3],sentimentTable[3],object,,7
sections[2].subsections[0].data.sentimentTable[3].segment,segment,string,Vendas,8
sections[2].subsections[0].data.sentimentTable[3].positive,positive,number,45.5,8
sections[2].subsections[0].data.sentimentTable[3].neutral,neutral,number,30.5,8
sections[2].subsections[0].data.sentimentTable[3].negative,negative,number,24,8
sections[2].subsections[0].data.sentimentTable[4],sentimentTable[4],object,,7
sections[2].subsections[0].data.sentimentTable[4].segment,segment,string,Operações,8
sections[2].subsections[0].data.sentimentTable[4].positive,positive,number,38.2,8
sections[2].subsections[0].data.sentimentTable[4].neutral,neutral,number,32.8,8
sections[2].subsections[0].data.sentimentTable[4].negative,negative,number,29,8
sections[2].subsections[0].data.sentimentTable[5],sentimentTable[5],object,,7
sections[2].subsections[0].data.sentimentTable[5].segment,segment,string,Outros,8
sections[2].subsections[0].data.sentimentTable[5].positive,positive,number,60,8
sections[2].subsections[0].data.sentimentTable[5].neutral,neutral,number,25,8
sections[2].subsections[0].data.sentimentTable[5].negative,negative,number,15,8
sections[2].subsections[0].data.npsTable,npsTable,array,,6
sections[2].subsections[0].data.npsTable[0],npsTable[0],object,,7
sections[2].subsections[0].data.npsTable[0].segment,segment,string,Engenharia,8
sections[2].subsections[0].data.npsTable[0].nps,nps,number,42,8
sections[2].subsections[0].data.npsTable[1],npsTable[1],object,,7
sections[2].subsections[0].data.npsTable[1].segment,segment,string,Marketing,8
sections[2].subsections[0].data.npsTable[1].nps,nps,number,38,8
sections[2].subsections[0].data.npsTable[2],npsTable[2],object,,7
sections[2].subsections[0].data.npsTable[2].segment,segment,string,RH,8
sections[2].subsections[0].data.npsTable[2].nps,nps,number,12,8
sections[2].subsections[0].data.npsTable[3],npsTable[3],object,,7
sections[2].subsections[0].data.npsTable[3].segment,segment,string,Outros,8
sections[2].subsections[0].data.npsTable[3].nps,nps,number,8,8
sections[2].subsections[0].data.npsTable[4],npsTable[4],object,,7
sections[2].subsections[0].data.npsTable[4].segment,segment,string,Vendas,8
sections[2].subsections[0].data.npsTable[4].nps,nps,number,-15,8
sections[2].subsections[0].data.npsTable[5],npsTable[5],object,,7
sections[2].subsections[0].data.npsTable[5].segment,segment,string,Operações,8
sections[2].subsections[0].data.npsTable[5].nps,nps,number,-22,8
sections[2].subsections[0].data.npsDistributionTable,npsDistributionTable,array,,6
sections[2].subsections[0].data.npsDistributionTable[0],npsDistributionTable[0],object,,7
sections[2].subsections[0].data.npsDistributionTable[0].segment,segment,string,Engenharia,8
sections[2].subsections[0].data.npsDistributionTable[0].promotores,promotores,number,58.5,8
sections[2].subsections[0].data.npsDistributionTable[0].neutros,neutros,number,16.5,8
sections[2].subsections[0].data.npsDistributionTable[0].detratores,detratores,number,25,8
sections[2].subsections[0].data.npsDistributionTable[1],npsDistributionTable[1],object,,7
sections[2].subsections[0].data.npsDistributionTable[1].segment,segment,string,Marketing,8
sections[2].subsections[0].data.npsDistributionTable[1].promotores,promotores,number,55,8
sections[2].subsections[0].data.npsDistributionTable[1].neutros,neutros,number,17,8
sections[2].subsections[0].data.npsDistributionTable[1].detratores,detratores,number,28,8
sections[2].subsections[0].data.npsDistributionTable[2],npsDistributionTable[2],object,,7
sections[2].subsections[0].data.npsDistributionTable[2].segment,segment,string,RH,8
sections[2].subsections[0].data.npsDistributionTable[2].promotores,promotores,number,42.5,8
sections[2].subsections[0].data.npsDistributionTable[2].neutros,neutros,number,30.5,8
sections[2].subsections[0].data.npsDistributionTable[2].detratores,detratores,number,27,8
sections[2].subsections[0].data.npsDistributionTable[3],npsDistributionTable[3],object,,7
sections[2].subsections[0].data.npsDistributionTable[3].segment,segment,string,Vendas,8
sections[2].subsections[0].data.npsDistributionTable[3].promotores,promotores,number,32,8
sections[2].subsections[0].data.npsDistributionTable[3].neutros,neutros,number,28,8
sections[2].subsections[0].data.npsDistributionTable[3].detratores,detratores,number,40,8
sections[2].subsections[0].data.npsDistributionTable[4],npsDistributionTable[4],object,,7
sections[2].subsections[0].data.npsDistributionTable[4].segment,segment,string,Operações,8
sections[2].subsections[0].data.npsDistributionTable[4].promotores,promotores,number,28.5,8
sections[2].subsections[0].data.npsDistributionTable[4].neutros,neutros,number,28.5,8
sections[2].subsections[0].data.npsDistributionTable[4].detratores,detratores,number,43,8
sections[2].subsections[0].data.npsDistributionTable[5],npsDistributionTable[5],object,,7
sections[2].subsections[0].data.npsDistributionTable[5].segment,segment,string,Outros,8
sections[2].subsections[0].data.npsDistributionTable[5].promotores,promotores,number,40,8
sections[2].subsections[0].data.npsDistributionTable[5].neutros,neutros,number,32,8
sections[2].subsections[0].data.npsDistributionTable[5].detratores,detratores,number,28,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart,satisfactionImpactSentimentChart,array,,6
sections[2].subsections[0].data.satisfactionImpactSentimentChart[0],satisfactionImpactSentimentChart[0],object,,7
sections[2].subsections[0].data.satisfactionImpactSentimentChart[0].sentiment,sentiment,string,Negativo,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[0].Engenharia,Engenharia,number,9,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[0].Marketing,Marketing,number,9,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[0].RH,RH,number,10,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[0].Vendas,Vendas,number,24,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[0].Operações,Operações,number,29,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[0].Outros,Outros,number,15,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[1],satisfactionImpactSentimentChart[1],object,,7
sections[2].subsections[0].data.satisfactionImpactSentimentChart[1].sentiment,sentiment,string,Não aplicável,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[1].Engenharia,Engenharia,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[1].Marketing,Marketing,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[1].RH,RH,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[1].Vendas,Vendas,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[1].Operações,Operações,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[1].Outros,Outros,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[2],satisfactionImpactSentimentChart[2],object,,7
sections[2].subsections[0].data.satisfactionImpactSentimentChart[2].sentiment,sentiment,string,Positivo,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[2].Engenharia,Engenharia,number,75.2,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[2].Marketing,Marketing,number,72.5,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[2].RH,RH,number,65,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[2].Vendas,Vendas,number,45.5,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[2].Operações,Operações,number,38.2,8
sections[2].subsections[0].data.satisfactionImpactSentimentChart[2].Outros,Outros,number,60,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable,satisfactionImpactSentimentTable,array,,6
sections[2].subsections[0].data.satisfactionImpactSentimentTable[0],satisfactionImpactSentimentTable[0],object,,7
sections[2].subsections[0].data.satisfactionImpactSentimentTable[0].sentiment,sentiment,string,Negativo,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[0].Engenharia,Engenharia,number,9,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[0].Marketing,Marketing,number,9,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[0].RH,RH,number,10,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[0].Vendas,Vendas,number,24,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[0].Operações,Operações,number,29,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[0].Outros,Outros,number,15,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[1],satisfactionImpactSentimentTable[1],object,,7
sections[2].subsections[0].data.satisfactionImpactSentimentTable[1].sentiment,sentiment,string,Não aplicável,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[1].Engenharia,Engenharia,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[1].Marketing,Marketing,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[1].RH,RH,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[1].Vendas,Vendas,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[1].Operações,Operações,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[1].Outros,Outros,number,0,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[2],satisfactionImpactSentimentTable[2],object,,7
sections[2].subsections[0].data.satisfactionImpactSentimentTable[2].sentiment,sentiment,string,Positivo,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[2].Engenharia,Engenharia,number,75.2,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[2].Marketing,Marketing,number,72.5,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[2].RH,RH,number,65,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[2].Vendas,Vendas,number,45.5,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[2].Operações,Operações,number,38.2,8
sections[2].subsections[0].data.satisfactionImpactSentimentTable[2].Outros,Outros,number,60,8
sections[2].subsections[0].data.positiveCategoriesTable,positiveCategoriesTable,array,,6
sections[2].subsections[0].data.positiveCategoriesTable[0],positiveCategoriesTable[0],object,,7
sections[2].subsections[0].data.positiveCategoriesTable[0].category,category,string,Trabalho em Equipe,8
sections[2].subsections[0].data.positiveCategoriesTable[0].Engenharia,Engenharia,number,85.2,8
sections[2].subsections[0].data.positiveCategoriesTable[0].Marketing,Marketing,number,78.5,8
sections[2].subsections[0].data.positiveCategoriesTable[0].RH,RH,number,72,8
sections[2].subsections[0].data.positiveCategoriesTable[0].Vendas,Vendas,number,55,8
sections[2].subsections[0].data.positiveCategoriesTable[0].Operações,Operações,number,48,8
sections[2].subsections[0].data.positiveCategoriesTable[0].Outros,Outros,number,70,8
sections[2].subsections[0].data.positiveCategoriesTable[1],positiveCategoriesTable[1],object,,7
sections[2].subsections[0].data.positiveCategoriesTable[1].category,category,string,Desenvolvimento Profissional,8
sections[2].subsections[0].data.positiveCategoriesTable[1].Engenharia,Engenharia,number,82.5,8
sections[2].subsections[0].data.positiveCategoriesTable[1].Marketing,Marketing,number,75,8
sections[2].subsections[0].data.positiveCategoriesTable[1].RH,RH,number,68,8
